,terse_version_3,fio_version,jobname,groupid,error,read_kb,read_bandwidth_kb,read_iops,read_runtime_ms,read_slat_min_us,read_slat_max_us,read_slat_mean_us,read_slat_dev_us,read_clat_min_us,read_clat_max_us,read_clat_mean_us,read_clat_dev_us,read_clat_pct01,read_clat_pct02,read_clat_pct03,read_clat_pct04,read_clat_pct05,read_clat_pct06,read_clat_pct07,read_clat_pct08,read_clat_pct09,read_clat_pct10,read_clat_pct11,read_clat_pct12,read_clat_pct13,read_clat_pct14,read_clat_pct15,read_clat_pct16,read_clat_pct17,read_clat_pct18,read_clat_pct19,read_clat_pct20,read_tlat_min_us,read_lat_max_us,read_lat_mean_us,read_lat_dev_us,read_bw_min_kb,read_bw_max_kb,read_bw_agg_pct,read_bw_mean_kb,read_bw_dev_kb,write_kb,write_bandwidth_kb,write_iops,write_runtime_ms,write_slat_min_us,write_slat_max_us,write_slat_mean_us,write_slat_dev_us,write_clat_min_us,write_clat_max_us,write_clat_mean_us,write_clat_dev_us,write_clat_pct01,write_clat_pct02,write_clat_pct03,write_clat_pct04,write_clat_pct05,write_clat_pct06,write_clat_pct07,write_clat_pct08,write_clat_pct09,write_clat_pct10,write_clat_pct11,write_clat_pct12,write_clat_pct13,write_clat_pct14,write_clat_pct15,write_clat_pct16,write_clat_pct17,write_clat_pct18,write_clat_pct19,write_clat_pct20,write_tlat_min_us,write_lat_max_us,write_lat_mean_us,write_lat_dev_us,write_bw_min_kb,write_bw_max_kb,write_bw_agg_pct,write_bw_mean_kb,write_bw_dev_kb,cpu_user,cpu_sys,cpu_csw,cpu_mjf,cpu_minf,iodepth_1,iodepth_2,iodepth_4,iodepth_8,iodepth_16,iodepth_32,iodepth_64,lat_2us,lat_4us,lat_10us,lat_20us,lat_50us,lat_100us,lat_250us,lat_500us,lat_750us,lat_1000us,lat_2ms,lat_4ms,lat_10ms,lat_20ms,lat_50ms,lat_100ms,lat_250ms,lat_500ms,lat_750ms,lat_1000ms,lat_2000ms,lat_over_2000ms,description,rw-cat,rw_full,bs,bs_num,nj,read_bw_mean_gb,write_bw_mean_gb
134,3,fio-3.23,RandBal-2M-64-taskset-cpu-args,0.0,0.0,4175872.0,1847730.0,902.0,2260.0,0.0,0.0,0.0,0.0,2271.0,70391.0,33244.986794,8387.759341,1.000000%=7372,5.000000%=13697,10.000000%=20316,20.000000%=29229,30.000000%=32374,40.000000%=34340,50.000000%=35389,60.000000%=36438,70.000000%=37486,80.000000%=39059,90.000000%=41156,95.000000%=42729,99.000000%=45875,99.500000%=47448,99.900000%=57409,99.950000%=61603,99.990000%=70778,0%=0,0%=0,0%=0,2271.0,70392.0,33245.100102,8387.757683,1304757.0,2439485.0,99.730246%,1842745.666667,7725.855523,4212736.0,1864042.0,910.0,2260.0,0.0,0.0,0.0,0.0,2222.0,55056.0,30878.204782,8441.743696,1.000000%=5603,5.000000%=11468,10.000000%=17432,20.000000%=25559,30.000000%=29753,40.000000%=31588,50.000000%=33161,60.000000%=34340,70.000000%=35913,80.000000%=37486,90.000000%=39059,95.000000%=40632,99.000000%=44302,99.500000%=45875,99.900000%=47972,99.950000%=50069,99.990000%=55312,0%=0,0%=0,0%=0,2223.0,55056.0,30878.474276,8441.724471,1230920.0,2450589.0,97.713070%,1821412.666667,8148.014133,0.676030%,0.125857%,8680.0,0.0,648.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.42%,2.27%,8.57%,88.53%,0.22%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,RandBal-2M-64,RandBal,Random Balanced 1:1,2M,2097152,64,1.7573792139692306,1.737034479777336
139,3,fio-3.23,RandWH-2M-64-taskset-cpu-args,0.0,0.0,1734656.0,1692347.0,826.0,1025.0,0.0,0.0,0.0,0.0,1440.0,24662.0,12543.695952,4900.228619,1.000000%=1810,5.000000%=3162,10.000000%=4882,20.000000%=8028,30.000000%=10158,40.000000%=12124,50.000000%=13697,60.000000%=14483,70.000000%=15532,80.000000%=16908,90.000000%=18481,95.000000%=19529,99.000000%=21102,99.500000%=21364,99.900000%=24772,99.950000%=24772,99.990000%=24772,0%=0,0%=0,0%=0,1440.0,24662.0,12543.808125,4900.227271,1662737.0,1662737.0,98.250359%,1662737.0,0.0,6653952.0,6491660.0,3169.0,1025.0,0.0,0.0,0.0,0.0,1898.0,22720.0,11784.372325,4696.727,1.000000%=2277,5.000000%=3096,10.000000%=4620,20.000000%=7307,30.000000%=9109,40.000000%=11075,50.000000%=12517,60.000000%=13959,70.000000%=15007,80.000000%=15794,90.000000%=17170,95.000000%=18743,99.000000%=20840,99.500000%=21364,99.900000%=22413,99.950000%=22675,99.990000%=22675,0%=0,0%=0,0%=0,1898.0,22720.0,11784.600982,4696.741201,6216573.0,6216573.0,95.762455%,6216573.0,0.0,2.598443%,0.366338%,8815.0,0.0,684.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.32%,8.54%,24.54%,64.40%,2.20%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,RandWH-2M-64,RandWH,Random Write-heavy 1:4,2M,2097152,64,1.585709571838379,5.928586006164551
144,3,fio-3.23,RandW-2M-64-taskset-cpu-args,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000%,0.0,0.0,8388608.0,13127712.0,6410.0,639.0,0.0,0.0,0.0,0.0,1955.0,19188.0,6698.195598,2370.21851,1.000000%=2310,5.000000%=2768,10.000000%=3293,20.000000%=4423,30.000000%=5275,40.000000%=6062,50.000000%=6848,60.000000%=7372,70.000000%=8159,80.000000%=8978,90.000000%=9764,95.000000%=10420,99.000000%=11468,99.500000%=11730,99.900000%=12255,99.950000%=12779,99.990000%=19267,0%=0,0%=0,0%=0,1955.0,19188.0,6698.501932,2370.262852,0.0,0.0,0.000000%,0.0,0.0,5.565606%,0.511617%,8828.0,0.0,595.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,16.09%,76.03%,7.81%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,RandW-2M-64,RandW,Random Write-only,2M,2097152,64,0.0,0.0
149,3,fio-3.23,SeqR-2M-128-taskset-cpu-args,0.0,0.0,16777216.0,2040279.0,996.0,8223.0,0.0,0.0,0.0,0.0,46108.0,134083.0,126966.68926,2933.034941,1.000000%=119013,5.000000%=124256,10.000000%=125304,20.000000%=125304,30.000000%=126353,40.000000%=126353,50.000000%=127401,60.000000%=127401,70.000000%=128450,80.000000%=128450,90.000000%=129499,95.000000%=129499,99.000000%=130547,99.500000%=130547,99.900000%=132644,99.950000%=132644,99.990000%=133693,0%=0,0%=0,0%=0,46109.0,134083.0,126966.82476,2933.010799,1569989.0,2101207.0,99.554369%,2031186.875,1328.939134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000%,0.0,0.0,0.017087%,0.015942%,17085.0,0.0,1548.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.15%,99.84%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqR-2M-128,SeqR,Sequential Read-only,2M,2097152,128,1.9370907545089722,0.0
154,3,fio-3.23,SeqRH-2M-128-taskset-cpu-args,0.0,0.0,13426688.0,1920018.0,937.0,6993.0,0.0,0.0,0.0,0.0,2241.0,121985.0,102115.197265,20833.192681,1.000000%=18481,5.000000%=50069,10.000000%=76021,20.000000%=102236,30.000000%=105381,40.000000%=107479,50.000000%=108527,60.000000%=110624,70.000000%=111673,80.000000%=112721,90.000000%=114819,95.000000%=116916,99.000000%=119013,99.500000%=120061,99.900000%=121110,99.950000%=121110,99.990000%=122159,0%=0,0%=0,0%=0,2241.0,121985.0,102115.341457,20833.188064,902747.0,3078781.0,100.000000%,1963803.102525,5201.534405,3350528.0,479125.0,233.0,6993.0,0.0,0.0,0.0,0.0,2559.0,119267.0,98415.852219,20843.40769,1.000000%=18219,5.000000%=43778,10.000000%=70778,20.000000%=96993,30.000000%=101187,40.000000%=103284,50.000000%=105381,60.000000%=106430,70.000000%=108527,80.000000%=109576,90.000000%=111673,95.000000%=113770,99.000000%=116916,99.500000%=117964,99.900000%=119013,99.950000%=119013,99.990000%=119013,0%=0,0%=0,0%=0,2559.0,119268.0,98416.195057,20843.400208,512956.0,1483471.0,100.000000%,806336.297367,2954.76401,0.067931%,0.045906%,17300.0,0.0,1494.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.22%,0.48%,0.46%,3.92%,14.56%,80.36%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqRH-2M-128,SeqRH,Sequential Read-heavy 4:1,2M,2097152,128,1.8728285813570023,0.7689822171850205
159,3,fio-3.23,SeqBal-2M-128-taskset-cpu-args,0.0,0.0,8478720.0,1893839.0,924.0,4477.0,0.0,0.0,0.0,0.0,2104.0,88978.0,63923.446406,16367.871608,1.000000%=8847,5.000000%=22151,10.000000%=42205,20.000000%=55836,30.000000%=63700,40.000000%=66846,50.000000%=69730,60.000000%=70778,70.000000%=72876,80.000000%=73924,90.000000%=78118,95.000000%=80216,99.000000%=84410,99.500000%=85458,99.900000%=86507,99.950000%=87556,99.990000%=88604,0%=0,0%=0,0%=0,2104.0,88978.0,63923.614115,16367.877656,976069.0,3159570.0,100.000000%,1954390.386905,5959.293235,8298496.0,1853584.0,905.0,4477.0,0.0,0.0,0.0,0.0,2624.0,86772.0,61354.851239,16813.283019,1.000000%=7569,5.000000%=20054,10.000000%=35913,20.000000%=53215,30.000000%=60555,40.000000%=64225,50.000000%=66846,60.000000%=68681,70.000000%=70778,80.000000%=72876,90.000000%=76021,95.000000%=78118,99.000000%=82313,99.500000%=84410,99.900000%=86507,99.950000%=86507,99.990000%=86507,0%=0,0%=0,0%=0,2626.0,86772.0,61355.186886,16813.291593,924255.0,3092921.0,100.000000%,1912403.847619,5995.950226,0.356133%,0.077349%,17349.0,0.0,1546.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.39%,1.06%,2.92%,12.55%,83.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqBal-2M-128,SeqBal,Sequential Balanced 1:1,2M,2097152,128,1.8638519162225724,1.823810432070732
164,3,fio-3.23,SeqWH-2M-128-taskset-cpu-args,0.0,0.0,3469312.0,1541916.0,752.0,2250.0,0.0,0.0,0.0,0.0,1611.0,48018.0,27653.197486,10226.174117,1.000000%=2211,5.000000%=7962,10.000000%=11468,20.000000%=18481,30.000000%=23724,40.000000%=26345,50.000000%=30539,60.000000%=33161,70.000000%=34865,80.000000%=36962,90.000000%=38535,95.000000%=40108,99.000000%=43253,99.500000%=43778,99.900000%=46399,99.950000%=47972,99.990000%=47972,0%=0,0%=0,0%=0,1612.0,48018.0,27653.376822,10226.189766,1097205.0,2685227.0,100.000000%,1850117.0,6020.717224,13307904.0,5914624.0,2888.0,2250.0,0.0,0.0,0.0,0.0,2255.0,49837.0,27023.01115,10113.724585,1.000000%=2998,5.000000%=7045,10.000000%=10813,20.000000%=17432,30.000000%=23461,40.000000%=26083,50.000000%=28966,60.000000%=32112,70.000000%=34340,80.000000%=35913,90.000000%=38010,95.000000%=39583,99.000000%=42205,99.500000%=42729,99.900000%=46923,99.950000%=48496,99.990000%=50069,0%=0,0%=0,0%=0,2255.0,49837.0,27023.374758,10113.765975,4326005.0,9161215.0,100.000000%,6841778.0,17123.768503,1.273135%,0.172991%,17568.0,0.0,1514.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,2.05%,6.52%,14.29%,77.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqWH-2M-128,SeqWH,Sequential Write-heavy 1:4,2M,2097152,128,1.764409065246582,6.52482795715332
169,3,fio-3.23,RandR-2M-128-taskset-cpu-args,0.0,0.0,16777216.0,2319537.0,1132.0,7233.0,0.0,0.0,0.0,0.0,63012.0,117568.0,111580.479044,2604.045068,1.000000%=104333,5.000000%=109576,10.000000%=109576,20.000000%=110624,30.000000%=110624,40.000000%=110624,50.000000%=111673,60.000000%=111673,70.000000%=112721,80.000000%=112721,90.000000%=113770,95.000000%=114819,99.000000%=115867,99.500000%=116916,99.900000%=116916,99.950000%=116916,99.990000%=117964,0%=0,0%=0,0%=0,63013.0,117568.0,111580.563369,2604.020877,1832821.0,2618529.0,99.808964%,2315105.857143,2291.754703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000%,0.0,0.0,0.015628%,0.014977%,17034.0,0.0,16676.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.44%,99.56%,0.00%,0.00%,0.00%,0.00%,0.00%,RandR-2M-128,RandR,Random Read-only,2M,2097152,128,2.2078569957189558,0.0
174,3,fio-3.23,RandRH-2M-128-taskset-cpu-args,0.0,0.0,13340672.0,1979915.0,966.0,6738.0,0.0,0.0,0.0,0.0,1358.0,157509.0,98150.435245,23259.018735,1.000000%=3162,5.000000%=40108,10.000000%=70778,20.000000%=95944,30.000000%=102236,40.000000%=104333,50.000000%=105381,60.000000%=106430,70.000000%=108527,80.000000%=109576,90.000000%=112721,95.000000%=115867,99.000000%=119013,99.500000%=119013,99.900000%=121110,99.950000%=121110,99.990000%=158334,0%=0,0%=0,0%=0,1358.0,157510.0,98150.591959,23259.022994,986354.0,3502794.0,100.000000%,2078676.333095,7695.784223,3436544.0,510024.0,249.0,6738.0,0.0,0.0,0.0,0.0,2268.0,119403.0,92959.573592,24282.196192,1.000000%=2965,5.000000%=28704,10.000000%=54788,20.000000%=90701,30.000000%=95944,40.000000%=99090,50.000000%=101187,60.000000%=103284,70.000000%=104333,80.000000%=106430,90.000000%=108527,95.000000%=111673,99.000000%=116916,99.500000%=116916,99.900000%=119013,99.950000%=119013,99.990000%=119013,0%=0,0%=0,0%=0,2268.0,119404.0,92959.928527,24282.216184,482622.0,1583389.0,100.000000%,855794.119553,3639.017368,0.081692%,0.054258%,17281.0,0.0,1293.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.18%,1.34%,1.14%,0.26%,4.32%,21.36%,71.40%,0.00%,0.00%,0.00%,0.00%,0.00%,RandRH-2M-128,RandRH,Random Read-heavy 4:1,2M,2097152,128,1.9823802309942244,0.8161488719491958
179,3,fio-3.23,RandBal-2M-128-taskset-cpu-args,0.0,0.0,8380416.0,1713436.0,836.0,4891.0,0.0,0.0,0.0,0.0,1746.0,152207.0,70000.449972,16265.85054,1.000000%=10420,5.000000%=34340,10.000000%=45875,20.000000%=64225,30.000000%=69730,40.000000%=72876,50.000000%=74973,60.000000%=76021,70.000000%=78118,80.000000%=80216,90.000000%=83361,95.000000%=85458,99.000000%=90701,99.500000%=92798,99.900000%=137363,99.950000%=143654,99.990000%=152043,0%=0,0%=0,0%=0,1746.0,152207.0,70000.638615,16265.856081,812304.0,3026720.0,100.000000%,1792026.037698,5915.623139,8396800.0,1716785.0,838.0,4891.0,0.0,0.0,0.0,0.0,2347.0,96848.0,67888.133625,15718.362852,1.000000%=8454,5.000000%=32112,10.000000%=45350,20.000000%=62128,30.000000%=67633,40.000000%=69730,50.000000%=72876,60.000000%=73924,70.000000%=76021,80.000000%=78118,90.000000%=81264,95.000000%=82313,99.000000%=87556,99.500000%=89653,99.900000%=91750,99.950000%=92798,99.990000%=96993,0%=0,0%=0,0%=0,2348.0,96848.0,67888.531115,15718.361471,799991.0,3023592.0,100.000000%,1788772.28373,5860.592627,0.314725%,0.072798%,17335.0,0.0,1362.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.27%,0.84%,1.38%,9.42%,87.85%,0.18%,0.00%,0.00%,0.00%,0.00%,0.00%,RandBal-2M-128,RandBal,Random Balanced 1:1,2M,2097152,128,1.709009206483841,1.7059061848926544
184,3,fio-3.23,RandW-2M-128-taskset-cpu-args,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000%,0.0,0.0,16777216.0,13673362.0,6676.0,1227.0,0.0,0.0,0.0,0.0,1827.0,23683.0,10444.580143,3887.139698,1.000000%=2572,5.000000%=3981,10.000000%=5341,20.000000%=7307,30.000000%=8355,40.000000%=9371,50.000000%=10289,60.000000%=11337,70.000000%=12386,80.000000%=13565,90.000000%=15400,95.000000%=17170,99.000000%=20316,99.500000%=20840,99.900000%=22675,99.950000%=22675,99.990000%=23724,0%=0,0%=0,0%=0,1827.0,23683.0,10445.045228,3887.228748,14937204.0,18922790.0,100.000000%,16929997.0,46198.709972,2.828323%,0.416187%,17982.0,0.0,1036.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,5.11%,42.15%,51.39%,1.32%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,RandW-2M-128,RandW,Random Write-only,2M,2097152,128,0.0,16.145703315734863
