,terse_version_3,fio_version,jobname,groupid,error,read_kb,read_bandwidth_kb,read_iops,read_runtime_ms,read_slat_min_us,read_slat_max_us,read_slat_mean_us,read_slat_dev_us,read_clat_min_us,read_clat_max_us,read_clat_mean_us,read_clat_dev_us,read_clat_pct01,read_clat_pct02,read_clat_pct03,read_clat_pct04,read_clat_pct05,read_clat_pct06,read_clat_pct07,read_clat_pct08,read_clat_pct09,read_clat_pct10,read_clat_pct11,read_clat_pct12,read_clat_pct13,read_clat_pct14,read_clat_pct15,read_clat_pct16,read_clat_pct17,read_clat_pct18,read_clat_pct19,read_clat_pct20,read_tlat_min_us,read_lat_max_us,read_lat_mean_us,read_lat_dev_us,read_bw_min_kb,read_bw_max_kb,read_bw_agg_pct,read_bw_mean_kb,read_bw_dev_kb,write_kb,write_bandwidth_kb,write_iops,write_runtime_ms,write_slat_min_us,write_slat_max_us,write_slat_mean_us,write_slat_dev_us,write_clat_min_us,write_clat_max_us,write_clat_mean_us,write_clat_dev_us,write_clat_pct01,write_clat_pct02,write_clat_pct03,write_clat_pct04,write_clat_pct05,write_clat_pct06,write_clat_pct07,write_clat_pct08,write_clat_pct09,write_clat_pct10,write_clat_pct11,write_clat_pct12,write_clat_pct13,write_clat_pct14,write_clat_pct15,write_clat_pct16,write_clat_pct17,write_clat_pct18,write_clat_pct19,write_clat_pct20,write_tlat_min_us,write_lat_max_us,write_lat_mean_us,write_lat_dev_us,write_bw_min_kb,write_bw_max_kb,write_bw_agg_pct,write_bw_mean_kb,write_bw_dev_kb,cpu_user,cpu_sys,cpu_csw,cpu_mjf,cpu_minf,iodepth_1,iodepth_2,iodepth_4,iodepth_8,iodepth_16,iodepth_32,iodepth_64,lat_2us,lat_4us,lat_10us,lat_20us,lat_50us,lat_100us,lat_250us,lat_500us,lat_750us,lat_1000us,lat_2ms,lat_4ms,lat_10ms,lat_20ms,lat_50ms,lat_100ms,lat_250ms,lat_500ms,lat_750ms,lat_1000ms,lat_2000ms,lat_over_2000ms,description,rw-cat,rw_full,bs,bs_num,nj,read_bw_mean_gb,write_bw_mean_gb
134,3,fio-3.23,RandR-2M-16-taskset-cpu-args,0.0,0.0,243458048.0,4057296.0,1981.0,60005.0,0.0,0.0,0.0,0.0,1016.0,181466.0,8073.073218,6110.090273,1.000000%=3686,5.000000%=6782,10.000000%=7045,20.000000%=7372,30.000000%=7569,40.000000%=7634,50.000000%=7700,60.000000%=7700,70.000000%=7831,80.000000%=7962,90.000000%=8224,95.000000%=8454,99.000000%=15532,99.500000%=38010,99.900000%=117964,99.950000%=141557,99.990000%=164626,0%=0,0%=0,0%=0,1016.0,181466.0,8073.116401,6110.096004,2543616.0,4849664.0,100.000000%,4062164.97479,25441.791794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000%,0.0,0.0,0.008021%,0.256969%,237833.0,0.0,184.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.56%,0.57%,97.29%,0.78%,0.40%,0.26%,0.14%,0.00%,0.00%,0.00%,0.00%,0.00%,RandR-2M-16,RandR,Random Read-only,2M,2097152,16,3.873982405462265,0.0
139,3,fio-3.23,RandR-4M-16-taskset-cpu-args,0.0,0.0,221614080.0,3692952.0,901.0,60010.0,0.0,0.0,0.0,0.0,2059.0,634779.0,17738.744451,9843.996148,1.000000%=11468,5.000000%=15794,10.000000%=16187,20.000000%=16580,30.000000%=16908,40.000000%=16908,50.000000%=17170,60.000000%=17170,70.000000%=17432,80.000000%=17694,90.000000%=17956,95.000000%=18219,99.000000%=33161,99.500000%=76021,99.900000%=177209,99.950000%=206569,99.990000%=248512,0%=0,0%=0,0%=0,2059.0,634779.0,17738.809726,9844.000577,1482752.0,4497408.0,100.000000%,3695899.966387,26013.062875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000%,0.0,0.0,0.007187%,0.271017%,216501.0,0.0,7850.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.24%,0.53%,97.45%,1.09%,0.37%,0.30%,0.01%,0.01%,0.00%,0.00%,0.00%,RandR-4M-16,RandR,Random Read-only,4M,4194304,16,3.5246848739500045,0.0
144,3,fio-3.23,RandRH-4K-16-taskset-cpu-args,0.0,0.0,10214132.0,170232.0,42558.0,60001.0,0.0,0.0,0.0,0.0,133.0,88294.0,298.854913,360.48284,1.000000%=191,5.000000%=216,10.000000%=234,20.000000%=257,30.000000%=272,40.000000%=284,50.000000%=292,60.000000%=301,70.000000%=313,80.000000%=325,90.000000%=342,95.000000%=366,99.000000%=423,99.500000%=448,99.900000%=577,99.950000%=3850,99.990000%=19791,0%=0,0%=0,0%=0,133.0,88294.0,298.905225,360.482865,131112.0,184960.0,100.000000%,170359.327731,522.490562,2555408.0,42589.0,10647.0,60001.0,0.0,0.0,0.0,0.0,156.0,197899.0,303.516695,784.385844,1.000000%=201,5.000000%=218,10.000000%=230,20.000000%=246,30.000000%=259,40.000000%=268,50.000000%=276,60.000000%=284,70.000000%=292,80.000000%=305,90.000000%=321,95.000000%=337,99.000000%=391,99.500000%=440,99.900000%=10682,99.950000%=18743,99.990000%=29229,0%=0,0%=0,0%=0,156.0,197899.0,303.570376,784.385731,33008.0,49816.0,100.000000%,42619.831933,182.717815,0.587187%,1.435208%,3192508.0,0.0,216.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,17.32%,82.49%,0.08%,0.01%,0.02%,0.02%,0.03%,0.03%,0.02%,0.01%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,RandRH-4K-16,RandRH,Random Read-heavy 4:1,4K,4096,16,0.16246731541728973,0.04064543908405304
149,3,fio-3.23,RandRH-16K-16-taskset-cpu-args,0.0,0.0,38191952.0,636225.0,39764.0,60029.0,0.0,0.0,0.0,0.0,147.0,76291.0,323.750696,323.399677,1.000000%=216,5.000000%=242,10.000000%=261,20.000000%=280,30.000000%=292,40.000000%=305,50.000000%=313,60.000000%=325,70.000000%=333,80.000000%=350,90.000000%=378,95.000000%=407,99.000000%=473,99.500000%=509,99.900000%=643,99.950000%=1003,99.990000%=17432,0%=0,0%=0,0%=0,147.0,76291.0,323.796339,323.39976,524924.0,688576.0,100.000000%,637690.327731,1707.051279,9569856.0,159420.0,9963.0,60029.0,0.0,0.0,0.0,0.0,169.0,74556.0,306.415597,585.43678,1.000000%=216,5.000000%=234,10.000000%=244,20.000000%=259,30.000000%=268,40.000000%=276,50.000000%=284,60.000000%=292,70.000000%=301,80.000000%=313,90.000000%=329,95.000000%=350,99.000000%=395,99.500000%=432,99.900000%=5799,99.950000%=15532,99.990000%=27394,0%=0,0%=0,0%=0,169.0,74556.0,306.469605,585.436714,126464.0,186560.0,100.000000%,159800.176471,671.957356,0.623045%,1.303582%,2985231.0,1.0,208.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7.94%,91.54%,0.43%,0.01%,0.02%,0.01%,0.02%,0.02%,0.01%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,RandRH-16K-16,RandRH,Random Read-heavy 4:1,16K,16384,16,0.608148887377739,0.15239732405757905
154,3,fio-3.23,RandRH-1M-16-taskset-cpu-args,0.0,0.0,177954816.0,2965715.0,2896.0,60004.0,0.0,0.0,0.0,0.0,643.0,130322.0,4507.842437,1521.418619,1.000000%=2703,5.000000%=3358,10.000000%=3620,20.000000%=3915,30.000000%=4112,40.000000%=4292,50.000000%=4423,60.000000%=4620,70.000000%=4751,80.000000%=4947,90.000000%=5275,95.000000%=5537,99.000000%=6324,99.500000%=8093,99.900000%=27131,99.950000%=33423,99.990000%=54263,0%=0,0%=0,0%=0,643.0,130322.0,4507.889813,1521.418381,2430976.0,3418112.0,100.000000%,2973049.336134,10555.757021,44170240.0,736121.0,718.0,60004.0,0.0,0.0,0.0,0.0,911.0,52566.0,3880.750363,1277.427853,1.000000%=1908,5.000000%=2375,10.000000%=2670,20.000000%=3096,30.000000%=3391,40.000000%=3653,50.000000%=3850,60.000000%=4079,70.000000%=4292,80.000000%=4620,90.000000%=4947,95.000000%=5275,99.000000%=5799,99.500000%=6127,99.900000%=20578,99.950000%=28704,99.990000%=40632,0%=0,0%=0,0%=0,912.0,52566.0,3880.816717,1277.427456,403456.0,1116160.0,100.000000%,737832.428571,8665.348535,0.927065%,0.309890%,217596.0,0.0,201.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.03%,0.47%,29.61%,69.60%,0.12%,0.15%,0.01%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,RandRH-1M-16,RandRH,Random Read-heavy 4:1,1M,1048576,16,2.835320793279648,0.7036518369398117
159,3,fio-3.23,RandRH-2M-16-taskset-cpu-args,0.0,0.0,171585536.0,2859425.0,1396.0,60007.0,0.0,0.0,0.0,0.0,1331.0,150221.0,9313.037226,2308.162917,1.000000%=6193,5.000000%=7307,10.000000%=7766,20.000000%=8290,30.000000%=8585,40.000000%=8978,50.000000%=9240,60.000000%=9502,70.000000%=9764,80.000000%=10158,90.000000%=10551,95.000000%=11075,99.000000%=13959,99.500000%=17956,99.900000%=41156,99.950000%=50069,99.990000%=68681,0%=0,0%=0,0%=0,1331.0,150222.0,9313.083691,2308.16188,2263360.0,3386815.0,100.000000%,2859756.462185,13287.3717,43153408.0,719139.0,351.0,60007.0,0.0,0.0,0.0,0.0,2030.0,66989.0,8078.423134,1878.593964,1.000000%=4882,5.000000%=5865,10.000000%=6324,20.000000%=6914,30.000000%=7307,40.000000%=7700,50.000000%=8028,60.000000%=8355,70.000000%=8716,80.000000%=9109,90.000000%=9764,95.000000%=10158,99.000000%=11206,99.500000%=11599,99.900000%=30801,99.950000%=39583,99.990000%=57409,0%=0,0%=0,0%=0,2030.0,66989.0,8078.53952,1878.594174,257528.0,1252120.0,100.000000%,719431.201681,12302.878625,0.919765%,0.273430%,222835.0,0.0,174.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.12%,80.55%,18.94%,0.34%,0.04%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,RandRH-2M-16,RandRH,Random Read-heavy 4:1,2M,2097152,16,2.727276289162636,0.6861030594644546
164,3,fio-3.23,RandRH-4M-16-taskset-cpu-args,0.0,0.0,181411840.0,3021415.0,737.0,60042.0,0.0,0.0,0.0,0.0,3097.0,167669.0,17506.43367,3599.868842,1.000000%=11468,5.000000%=14483,10.000000%=15269,20.000000%=16056,30.000000%=16580,40.000000%=17170,50.000000%=17432,60.000000%=17694,70.000000%=18219,80.000000%=18481,90.000000%=19267,95.000000%=19791,99.000000%=28442,99.500000%=36962,99.900000%=63700,99.950000%=73924,99.990000%=125304,0%=0,0%=0,0%=0,3097.0,167669.0,17506.491193,3599.86755,2072576.0,3842048.0,100.000000%,3026282.865546,19380.853965,44863488.0,747201.0,182.0,60042.0,0.0,0.0,0.0,0.0,4264.0,163169.0,16058.22769,3020.577443,1.000000%=9633,5.000000%=12648,10.000000%=13565,20.000000%=14483,30.000000%=15138,40.000000%=15663,50.000000%=16056,60.000000%=16580,70.000000%=16908,80.000000%=17432,90.000000%=18219,95.000000%=19005,99.000000%=20316,99.500000%=21626,99.900000%=47448,99.950000%=53739,99.990000%=88604,0%=0,0%=0,0%=0,4265.0,163170.0,16058.407949,3020.577956,131072.0,1548288.0,100.000000%,749117.369748,18020.124933,0.763150%,0.283473%,221086.0,0.0,182.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.67%,96.23%,2.87%,0.18%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,RandRH-4M-16,RandRH,Random Read-heavy 4:1,4M,4194304,16,2.886088243051529,0.714413995502472
169,3,fio-3.23,RandBal-16K-16-taskset-cpu-args,0.0,0.0,24714848.0,411900.0,25743.0,60002.0,0.0,0.0,0.0,0.0,139.0,92063.0,340.257414,469.903564,1.000000%=211,5.000000%=240,10.000000%=257,20.000000%=272,30.000000%=288,40.000000%=301,50.000000%=313,60.000000%=329,70.000000%=354,80.000000%=378,90.000000%=419,95.000000%=477,99.000000%=602,99.500000%=675,99.900000%=946,99.950000%=3981,99.990000%=23986,0%=0,0%=0,0%=0,139.0,92063.0,340.306624,469.903655,333088.0,454240.0,100.000000%,412258.957983,1567.280643,24696480.0,411594.0,25724.0,60002.0,0.0,0.0,0.0,0.0,150.0,90357.0,276.523714,500.077724,1.000000%=199,5.000000%=214,10.000000%=222,20.000000%=234,30.000000%=244,40.000000%=252,50.000000%=261,60.000000%=268,70.000000%=276,80.000000%=288,90.000000%=305,95.000000%=321,99.000000%=362,99.500000%=395,99.900000%=2572,99.950000%=11337,99.990000%=25821,0%=0,0%=0,0%=0,150.0,90357.0,276.584724,500.077654,330272.0,458976.0,100.000000%,411949.983193,1632.524006,1.035311%,1.383019%,3088327.0,0.0,210.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,22.55%,75.32%,1.92%,0.10%,0.03%,0.02%,0.02%,0.02%,0.02%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,RandBal-16K-16,RandBal,Random Balanced 1:1,16K,16384,16,0.39316077993679044,0.3928661186151505
174,3,fio-3.23,RandBal-1M-16-taskset-cpu-args,0.0,0.0,130479104.0,2174470.0,2123.0,60005.0,0.0,0.0,0.0,0.0,654.0,151617.0,4200.463048,2909.206568,1.000000%=1449,5.000000%=2277,10.000000%=2670,20.000000%=3063,30.000000%=3358,40.000000%=3620,50.000000%=3883,60.000000%=4112,70.000000%=4423,80.000000%=4816,90.000000%=5537,95.000000%=6651,99.000000%=10944,99.500000%=15663,99.900000%=47448,99.950000%=58982,99.990000%=92798,0%=0,0%=0,0%=0,654.0,151617.0,4200.515603,2909.206495,1656832.0,2770228.0,100.000000%,2179251.613445,12961.737039,130627584.0,2176944.0,2125.0,60005.0,0.0,0.0,0.0,0.0,792.0,106697.0,3113.790813,1263.125248,1.000000%=1220,5.000000%=1646,10.000000%=1941,20.000000%=2310,30.000000%=2572,40.000000%=2801,50.000000%=3031,60.000000%=3293,70.000000%=3555,80.000000%=3850,90.000000%=4292,95.000000%=4685,99.000000%=5406,99.500000%=5668,99.900000%=16449,99.950000%=25821,99.990000%=40632,0%=0,0%=0,0%=0,792.0,106698.0,3113.868434,1263.124871,1560379.0,2830336.0,100.000000%,2182211.554622,14725.058468,2.851824%,0.309682%,255129.0,0.0,196.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.18%,6.94%,62.43%,29.74%,0.48%,0.19%,0.04%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,RandBal-1M-16,RandBal,Random Balanced 1:1,1M,1048576,16,2.0782962927293775,2.081119112607956
179,3,fio-3.23,RandBal-4M-16-taskset-cpu-args,0.0,0.0,137728000.0,2295007.0,560.0,60012.0,0.0,0.0,0.0,0.0,2661.0,180989.0,15730.549807,7430.378929,1.000000%=5406,5.000000%=9633,10.000000%=10944,20.000000%=12255,30.000000%=13172,40.000000%=13828,50.000000%=14483,60.000000%=15138,70.000000%=15925,80.000000%=17170,90.000000%=20840,95.000000%=25821,99.000000%=44826,99.500000%=58458,99.900000%=99090,99.950000%=115867,99.990000%=139460,0%=0,0%=0,0%=0,2661.0,180989.0,15730.614094,7430.377471,1332983.0,3394490.0,99.993334%,2294854.016807,25155.038282,139419648.0,2323196.0,567.0,60012.0,0.0,0.0,0.0,0.0,3539.0,66789.0,11821.228304,2885.168781,1.000000%=5079,5.000000%=7307,10.000000%=8585,20.000000%=9764,30.000000%=10551,40.000000%=11206,50.000000%=11862,60.000000%=12517,70.000000%=13041,80.000000%=13828,90.000000%=14876,95.000000%=15794,99.000000%=17694,99.500000%=18743,99.900000%=37486,99.950000%=45350,99.990000%=63176,0%=0,0%=0,0%=0,3539.0,66789.0,11821.408322,2885.166401,1185888.0,3541390.0,99.966324%,2322413.638655,28294.892182,2.988793%,0.383520%,270781.0,0.0,207.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.18%,14.17%,80.03%,5.22%,0.34%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,RandBal-4M-16,RandBal,Random Balanced 1:1,4M,4194304,16,2.188543335730553,2.2148262392568587
184,3,fio-3.23,RandWH-4K-16-taskset-cpu-args,0.0,0.0,2972240.0,49523.0,12380.0,60017.0,0.0,0.0,0.0,0.0,140.0,68526.0,297.202716,372.601127,1.000000%=187,5.000000%=216,10.000000%=230,20.000000%=246,30.000000%=257,40.000000%=268,50.000000%=276,60.000000%=292,70.000000%=309,80.000000%=333,90.000000%=366,95.000000%=399,99.000000%=493,99.500000%=536,99.900000%=733,99.950000%=1662,99.990000%=20578,0%=0,0%=0,0%=0,140.0,68526.0,297.250452,372.601193,37112.0,57024.0,100.000000%,49592.134454,243.272659,11871768.0,197806.0,49451.0,60017.0,0.0,0.0,0.0,0.0,134.0,80611.0,247.307925,477.227006,1.000000%=177,5.000000%=191,10.000000%=199,20.000000%=209,30.000000%=218,40.000000%=226,50.000000%=232,60.000000%=240,70.000000%=246,80.000000%=257,90.000000%=272,95.000000%=284,99.000000%=321,99.500000%=362,99.900000%=2023,99.950000%=9764,99.990000%=25821,0%=0,0%=0,0%=0,134.0,80611.0,247.358371,477.226948,154424.0,214872.0,100.000000%,198129.142857,809.281571,0.845572%,1.513135%,3718404.0,0.0,210.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,62.95%,36.69%,0.21%,0.02%,0.03%,0.02%,0.03%,0.02%,0.02%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,RandWH-4K-16,RandWH,Random Write-heavy 1:4,4K,4096,16,0.04729474492454529,0.18895067487430572
189,3,fio-3.23,RandWH-16K-16-taskset-cpu-args,0.0,0.0,10582256.0,176367.0,11022.0,60001.0,0.0,0.0,0.0,0.0,145.0,103914.0,394.933948,552.349671,1.000000%=222,5.000000%=250,10.000000%=264,20.000000%=284,30.000000%=309,40.000000%=333,50.000000%=358,60.000000%=382,70.000000%=411,80.000000%=464,90.000000%=544,95.000000%=626,99.000000%=815,99.500000%=929,99.900000%=1335,99.950000%=3817,99.990000%=26345,0%=0,0%=0,0%=0,145.0,103914.0,394.982822,552.349685,134272.0,207136.0,100.000000%,176630.336134,819.438842,42280160.0,704657.0,44041.0,60001.0,0.0,0.0,0.0,0.0,145.0,174110.0,260.08061,421.143848,1.000000%=191,5.000000%=203,10.000000%=211,20.000000%=222,30.000000%=232,40.000000%=238,50.000000%=246,60.000000%=254,70.000000%=264,80.000000%=276,90.000000%=288,95.000000%=305,99.000000%=342,99.500000%=378,99.900000%=1335,99.950000%=7045,99.990000%=22937,0%=0,0%=0,0%=0,145.0,174110.0,260.145109,421.143825,556032.0,803552.0,100.000000%,705705.546218,2782.990931,1.464063%,1.468021%,3399295.0,0.0,213.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,44.04%,52.66%,2.83%,0.32%,0.07%,0.02%,0.02%,0.02%,0.02%,0.01%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,RandWH-16K-16,RandWH,Random Write-heavy 1:4,16K,16384,16,0.16844781506919862,0.6730132543735504
194,3,fio-3.23,RandWH-1M-16-taskset-cpu-args,0.0,0.0,77198336.0,1286574.0,1256.0,60003.0,0.0,0.0,0.0,0.0,604.0,158826.0,4062.494924,5267.326925,1.000000%=1073,5.000000%=1417,10.000000%=1646,20.000000%=1957,30.000000%=2244,40.000000%=2506,50.000000%=2867,60.000000%=3293,70.000000%=3981,80.000000%=5079,90.000000%=7241,95.000000%=9764,99.000000%=17956,99.500000%=26869,99.900000%=83361,99.950000%=105381,99.990000%=137363,0%=0,0%=0,0%=0,604.0,158826.0,4062.554439,5267.326692,822864.0,1802929.0,100.000000%,1289915.268908,12235.926968,308985856.0,5149506.0,5028.0,60003.0,0.0,0.0,0.0,0.0,729.0,71969.0,1964.004342,876.227091,1.000000%=1028,5.000000%=1187,10.000000%=1318,20.000000%=1499,30.000000%=1630,40.000000%=1761,50.000000%=1875,60.000000%=2023,70.000000%=2179,80.000000%=2375,90.000000%=2670,95.000000%=2899,99.000000%=3457,99.500000%=3686,99.900000%=7045,99.950000%=17956,99.990000%=35389,0%=0,0%=0,0%=0,729.0,71969.0,1964.08674,876.22741,3608291.0,6645342.0,100.000000%,5161880.605042,31062.58077,6.358482%,0.391975%,377312.0,0.0,209.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.70%,50.58%,42.59%,5.14%,0.80%,0.14%,0.04%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,RandWH-1M-16,RandWH,Random Write-heavy 1:4,1M,1048576,16,1.2301590622978211,4.92275295738411
199,3,fio-3.23,RandWH-2M-16-taskset-cpu-args,0.0,0.0,78651392.0,1310769.0,640.0,60004.0,0.0,0.0,0.0,0.0,1423.0,169177.0,7870.904187,8365.022148,1.000000%=2211,5.000000%=2834,10.000000%=3293,20.000000%=3883,30.000000%=4358,40.000000%=4947,50.000000%=5537,60.000000%=6389,70.000000%=7766,80.000000%=10027,90.000000%=14221,95.000000%=19267,99.000000%=36438,99.500000%=53215,99.900000%=110624,99.950000%=135266,99.990000%=162529,0%=0,0%=0,0%=0,1423.0,169177.0,7870.976269,8365.021893,663297.0,2038849.0,100.000000%,1312191.445378,16736.765064,313571328.0,5225840.0,2551.0,60004.0,0.0,0.0,0.0,0.0,1660.0,79675.0,3872.986003,1307.551148,1.000000%=2179,5.000000%=2506,10.000000%=2736,20.000000%=3063,30.000000%=3293,40.000000%=3522,50.000000%=3751,60.000000%=3981,70.000000%=4227,80.000000%=4554,90.000000%=5079,95.000000%=5472,99.000000%=6455,99.500000%=6979,99.900000%=19529,99.950000%=27131,99.990000%=40632,0%=0,0%=0,0%=0,1660.0,79675.0,3873.119122,1307.551334,3525002.0,7100261.0,100.000000%,5233512.932773,37791.018259,6.762047%,0.382388%,383184.0,0.0,192.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.21%,53.00%,42.64%,3.15%,0.88%,0.08%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,RandWH-2M-16,RandWH,Random Write-heavy 1:4,2M,2097152,16,1.2514032796649932,4.991066868565559
204,3,fio-3.23,RandWH-4M-16-taskset-cpu-args,0.0,0.0,72675328.0,1210347.0,295.0,60045.0,0.0,0.0,0.0,0.0,3520.0,205640.0,17401.761419,15021.295072,1.000000%=5144,5.000000%=6586,10.000000%=7503,20.000000%=8716,30.000000%=9895,40.000000%=10944,50.000000%=12386,60.000000%=14614,70.000000%=17694,80.000000%=22675,90.000000%=32112,95.000000%=43253,99.000000%=79167,99.500000%=105381,99.900000%=154140,99.950000%=173015,99.990000%=185597,0%=0,0%=0,0%=0,3520.0,205641.0,17401.835973,15021.295856,458752.0,2277376.0,100.000000%,1213789.773109,21818.443731,290979840.0,4846029.0,1183.0,60045.0,0.0,0.0,0.0,0.0,3822.0,87084.0,8303.11976,2434.20363,1.000000%=4751,5.000000%=5472,10.000000%=5931,20.000000%=6651,30.000000%=7176,40.000000%=7634,50.000000%=8028,60.000000%=8585,70.000000%=9109,80.000000%=9764,90.000000%=10813,95.000000%=11599,99.000000%=13697,99.500000%=15007,99.900000%=34865,99.950000%=43778,99.990000%=66846,0%=0,0%=0,0%=0,3823.0,87084.0,8303.327081,2434.203439,2916352.0,6668288.0,100.000000%,4860321.184874,46012.770917,6.393703%,0.380223%,361531.0,0.0,183.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,72.72%,22.07%,4.48%,0.61%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,RandWH-4M-16,RandWH,Random Write-heavy 1:4,4M,4194304,16,1.1575601321306228,4.635163483499527
209,3,fio-3.23,RandW-4K-16-taskset-cpu-args,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000%,0.0,0.0,17685648.0,294755.0,73688.0,60001.0,0.0,0.0,0.0,0.0,127.0,110660.0,215.756269,369.442129,1.000000%=164,5.000000%=177,10.000000%=183,20.000000%=189,30.000000%=195,40.000000%=201,50.000000%=205,60.000000%=211,70.000000%=218,80.000000%=224,90.000000%=234,95.000000%=242,99.000000%=272,99.500000%=321,99.900000%=872,99.950000%=3227,99.990000%=22151,0%=0,0%=0,0%=0,127.0,110660.0,215.801321,369.442145,233360.0,316584.0,100.000000%,295121.882353,1178.8713,0.958333%,1.630625%,4421533.0,0.0,147.0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,96.89%,2.96%,0.04%,0.02%,0.03%,0.01%,0.02%,0.01%,0.01%,0.01%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,RandW-4K-16,RandW,Random Write-only,4K,4096,16,0.0,0.281450159409523
