,terse_version_3,fio_version,jobname,groupid,error,read_kb,read_bandwidth_kb,read_iops,read_runtime_ms,read_slat_min_us,read_slat_max_us,read_slat_mean_us,read_slat_dev_us,read_clat_min_us,read_clat_max_us,read_clat_mean_us,read_clat_dev_us,read_clat_pct01,read_clat_pct02,read_clat_pct03,read_clat_pct04,read_clat_pct05,read_clat_pct06,read_clat_pct07,read_clat_pct08,read_clat_pct09,read_clat_pct10,read_clat_pct11,read_clat_pct12,read_clat_pct13,read_clat_pct14,read_clat_pct15,read_clat_pct16,read_clat_pct17,read_clat_pct18,read_clat_pct19,read_clat_pct20,read_tlat_min_us,read_lat_max_us,read_lat_mean_us,read_lat_dev_us,read_bw_min_kb,read_bw_max_kb,read_bw_agg_pct,read_bw_mean_kb,read_bw_dev_kb,write_kb,write_bandwidth_kb,write_iops,write_runtime_ms,write_slat_min_us,write_slat_max_us,write_slat_mean_us,write_slat_dev_us,write_clat_min_us,write_clat_max_us,write_clat_mean_us,write_clat_dev_us,write_clat_pct01,write_clat_pct02,write_clat_pct03,write_clat_pct04,write_clat_pct05,write_clat_pct06,write_clat_pct07,write_clat_pct08,write_clat_pct09,write_clat_pct10,write_clat_pct11,write_clat_pct12,write_clat_pct13,write_clat_pct14,write_clat_pct15,write_clat_pct16,write_clat_pct17,write_clat_pct18,write_clat_pct19,write_clat_pct20,write_tlat_min_us,write_lat_max_us,write_lat_mean_us,write_lat_dev_us,write_bw_min_kb,write_bw_max_kb,write_bw_agg_pct,write_bw_mean_kb,write_bw_dev_kb,cpu_user,cpu_sys,cpu_csw,cpu_mjf,cpu_minf,iodepth_1,iodepth_2,iodepth_4,iodepth_8,iodepth_16,iodepth_32,iodepth_64,lat_2us,lat_4us,lat_10us,lat_20us,lat_50us,lat_100us,lat_250us,lat_500us,lat_750us,lat_1000us,lat_2ms,lat_4ms,lat_10ms,lat_20ms,lat_50ms,lat_100ms,lat_250ms,lat_500ms,lat_750ms,lat_1000ms,lat_2000ms,lat_over_2000ms,description,rw-cat,rw_full,bs,bs_num
0,3,fio-3.23,RandBal-1M,0,0,144681984,2411286,2354,60002,0,0,0.0,0.0,802,7359,1651.244515,350.698584,1.000000%=1056,5.000000%=1171,10.000000%=1236,20.000000%=1335,30.000000%=1417,40.000000%=1499,50.000000%=1597,60.000000%=1712,70.000000%=1843,80.000000%=1974,90.000000%=2113,95.000000%=2277,99.000000%=2539,99.500000%=2670,99.900000%=2932,99.950000%=3063,99.990000%=3260,0%=0,0%=0,0%=0,803,7359,1651.466156,350.69949,2017280,2816000,100.000000%,2414871.529412,19253.871042,144560128,2409255,2352,60002,0,0,0.0,0.0,898,6621,1583.792991,344.53255,1.000000%=1089,5.000000%=1171,10.000000%=1220,20.000000%=1269,30.000000%=1335,40.000000%=1417,50.000000%=1499,60.000000%=1613,70.000000%=1728,80.000000%=1892,90.000000%=2088,95.000000%=2244,99.000000%=2473,99.500000%=2539,99.900000%=2736,99.950000%=3260,99.990000%=5013,0%=0,0%=0,0%=0,899,6621,1584.1431,344.534225,2072576,2750464,100.000000%,2412925.915966,17269.005021,4.603683%,2.247676%,282620,0,84,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.21%,84.01%,15.76%,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,RandBal-1M,RandBal,Random Balanced 1:1,1M,1048576
0,3,fio-3.23,SeqR-4K,0,0,3904712,65076,16269,60002,0,0,0.0,0.0,154,4946,488.306212,130.387214,1.000000%=226,5.000000%=276,10.000000%=317,20.000000%=374,30.000000%=415,40.000000%=452,50.000000%=489,60.000000%=522,70.000000%=552,80.000000%=602,90.000000%=659,95.000000%=700,99.000000%=782,99.500000%=815,99.900000%=888,99.950000%=946,99.990000%=1253,0%=0,0%=0,0%=0,154,4946,488.619796,130.446009,54664,81880,100.000000%,65143.596639,714.245429,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0,0,0.0,0.0,0,0,0.000000%,0.0,0.0,1.273122%,2.959369%,976257,0,112,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.53%,51.11%,44.54%,1.79%,0.02%,0.01%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqR-4K,SeqR,Sequential Read-only,4K,4096
0,3,fio-3.23,RandBal-4K,0,0,2247684,37460,9365,60002,0,0,0.0,0.0,162,4080,444.376342,113.605182,1.000000%=234,5.000000%=272,10.000000%=296,20.000000%=333,30.000000%=374,40.000000%=411,50.000000%=444,60.000000%=473,70.000000%=505,80.000000%=536,90.000000%=593,95.000000%=634,99.000000%=724,99.500000%=749,99.900000%=823,99.950000%=847,99.990000%=954,0%=0,0%=0,0%=0,162,4080,444.662669,113.678469,27350,48056,100.000000%,37510.865546,480.566082,2246784,37445,9361,60002,0,0,0.0,0.0,147,5133,402.092468,130.526207,1.000000%=207,5.000000%=230,10.000000%=250,20.000000%=288,30.000000%=329,40.000000%=374,50.000000%=403,60.000000%=432,70.000000%=460,80.000000%=497,90.000000%=544,95.000000%=585,99.000000%=675,99.500000%=708,99.900000%=872,99.950000%=1925,99.990000%=4227,0%=0,0%=0,0%=0,147,5133,402.396514,130.600543,27134,48632,100.000000%,37490.773109,490.885873,1.479580%,3.171243%,1123730,0,108,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.01%,68.86%,24.74%,0.35%,0.02%,0.02%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,RandBal-4K,RandBal,Random Balanced 1:1,4K,4096
0,3,fio-3.23,SeqRH-4K,0,0,3505620,58426,14606,60001,0,0,0.0,0.0,146,5007,442.329809,137.812728,1.000000%=216,5.000000%=254,10.000000%=284,20.000000%=333,30.000000%=374,40.000000%=411,50.000000%=440,60.000000%=468,70.000000%=501,80.000000%=536,90.000000%=593,95.000000%=634,99.000000%=716,99.500000%=749,99.900000%=937,99.950000%=2506,99.990000%=4292,0%=0,0%=0,0%=0,146,5007,442.606146,137.86425,48008,73784,100.000000%,58477.243697,660.131454,875160,14585,3646,60001,0,0,0.0,0.0,143,5229,404.814498,219.110627,1.000000%=177,5.000000%=207,10.000000%=236,20.000000%=288,30.000000%=329,40.000000%=366,50.000000%=395,60.000000%=423,70.000000%=456,80.000000%=489,90.000000%=536,95.000000%=577,99.000000%=692,99.500000%=1105,99.900000%=3883,99.950000%=4358,99.990000%=4751,0%=0,0%=0,0%=0,143,5230,405.119197,219.146564,11416,19496,100.000000%,14599.327731,194.925379,1.384375%,3.070208%,1095305,0,135,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.02%,66.40%,27.04%,0.36%,0.06%,0.09%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqRH-4K,SeqRH,Sequential Read-heavy 4:1,4K,4096
0,3,fio-3.23,RandBal-2M,0,0,143386624,2389617,1166,60004,0,0,0.0,0.0,1993,10213,3374.056773,522.408251,1.000000%=2441,5.000000%=2637,10.000000%=2736,20.000000%=2899,30.000000%=3031,40.000000%=3194,50.000000%=3325,60.000000%=3457,70.000000%=3620,80.000000%=3817,90.000000%=4112,95.000000%=4358,99.000000%=4751,99.500000%=4882,99.900000%=5210,99.950000%=5341,99.990000%=5734,0%=0,0%=0,0%=0,1993,10213,3374.290391,522.409888,1859584,2899968,100.000000%,2393332.042017,25772.93574,141713408,2361732,1153,60004,0,0,0.0,0.0,2004,9330,3189.426733,603.790538,1.000000%=2310,5.000000%=2441,10.000000%=2539,20.000000%=2670,30.000000%=2768,40.000000%=2899,50.000000%=3063,60.000000%=3194,70.000000%=3424,80.000000%=3686,90.000000%=4112,95.000000%=4423,99.000000%=4816,99.500000%=4947,99.900000%=5406,99.950000%=6455,99.990000%=7372,0%=0,0%=0,0%=0,2004,9331,3189.867545,603.793206,1912832,2879488,100.000000%,2364523.529412,23607.265382,4.680687%,1.490370%,278574,0,85,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,87.60%,12.40%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,RandBal-2M,RandBal,Random Balanced 1:1,2M,2097152
0,3,fio-3.23,SeqWH-4M,0,0,51302400,854968,208,60005,0,0,0.0,0.0,5214,11841,7764.12934,993.814979,1.000000%=5799,5.000000%=6258,10.000000%=6520,20.000000%=6848,30.000000%=7176,40.000000%=7438,50.000000%=7700,60.000000%=7962,70.000000%=8290,80.000000%=8585,90.000000%=9109,95.000000%=9502,99.000000%=10158,99.500000%=10420,99.900000%=10682,99.950000%=10813,99.990000%=11206,0%=0,0%=0,0%=0,5214,11842,7764.36056,993.815113,344064,1441792,100.000000%,855473.07563,27723.037908,201195520,3352979,818,60005,0,0,0.0,0.0,4707,14332,7109.857384,953.812538,1.000000%=5341,5.000000%=5734,10.000000%=5996,20.000000%=6324,30.000000%=6586,40.000000%=6782,50.000000%=6979,60.000000%=7176,70.000000%=7503,80.000000%=7831,90.000000%=8454,95.000000%=8978,99.000000%=9764,99.500000%=10027,99.900000%=10289,99.950000%=10551,99.990000%=11730,0%=0,0%=0,0%=0,4708,14332,7110.431189,953.815676,2777088,3899392,100.000000%,3358630.806723,28215.720107,6.754164%,1.388082%,246725,0,101,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,99.32%,0.68%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqWH-4M,SeqWH,Sequential Write-heavy 1:4,4M,4194304
0,3,fio-3.23,SeqRH-16K,0,0,12761424,212686,13292,60001,0,0,0.0,0.0,152,5035,489.150381,124.918153,1.000000%=232,5.000000%=288,10.000000%=325,20.000000%=382,30.000000%=423,40.000000%=456,50.000000%=489,60.000000%=518,70.000000%=552,80.000000%=593,90.000000%=643,95.000000%=692,99.000000%=774,99.500000%=798,99.900000%=872,99.950000%=921,99.990000%=2146,0%=0,0%=0,0%=0,152,5035,489.433398,124.974015,183776,273888,100.000000%,212957.042017,2208.293163,3179008,52982,3311,60001,0,0,0.0,0.0,163,5384,432.080981,126.204816,1.000000%=205,5.000000%=242,10.000000%=272,20.000000%=329,30.000000%=370,40.000000%=403,50.000000%=432,60.000000%=460,70.000000%=489,80.000000%=522,90.000000%=569,95.000000%=610,99.000000%=700,99.500000%=741,99.900000%=1400,99.950000%=1515,99.990000%=3457,0%=0,0%=0,0%=0,163,5384,432.328853,126.248561,41536,68832,100.000000%,53051.428571,668.218508,1.583958%,2.789375%,996385,0,117,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.66%,54.79%,41.20%,1.29%,0.05%,0.01%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqRH-16K,SeqRH,Sequential Read-heavy 4:1,16K,16384
0,3,fio-3.23,SeqR-16K,0,0,14681504,244683,15292,60002,0,0,0.0,0.0,158,4833,519.857442,134.827451,1.000000%=238,5.000000%=296,10.000000%=342,20.000000%=403,30.000000%=448,40.000000%=485,50.000000%=522,60.000000%=552,70.000000%=593,80.000000%=634,90.000000%=692,95.000000%=733,99.000000%=806,99.500000%=839,99.900000%=921,99.950000%=987,99.990000%=1810,0%=0,0%=0,0%=0,158,4833,520.1538,134.868263,206464,335808,100.000000%,245001.403361,3200.963776,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0,0,0.0,0.0,0,0,0.000000%,0.0,0.0,1.197498%,2.731036%,917665,0,131,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.53%,42.54%,52.42%,3.48%,0.04%,0.01%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqR-16K,SeqR,Sequential Read-only,16K,16384
0,3,fio-3.23,RandRH-4K,0,0,3178284,52970,13242,60001,0,0,0.0,0.0,160,4846,481.855325,119.901651,1.000000%=246,5.000000%=288,10.000000%=321,20.000000%=374,30.000000%=415,40.000000%=452,50.000000%=481,60.000000%=509,70.000000%=544,80.000000%=577,90.000000%=634,95.000000%=675,99.000000%=757,99.500000%=790,99.900000%=864,99.950000%=897,99.990000%=1449,0%=0,0%=0,0%=0,160,4846,482.141645,119.958445,42240,63536,100.000000%,52994.218487,418.507554,794664,13244,3311,60001,0,0,0.0,0.0,161,5083,470.880908,160.236158,1.000000%=242,5.000000%=280,10.000000%=309,20.000000%=362,30.000000%=407,40.000000%=440,50.000000%=468,60.000000%=497,70.000000%=528,80.000000%=561,90.000000%=602,95.000000%=651,99.000000%=749,99.500000%=872,99.900000%=2703,99.950000%=3620,99.990000%=4554,0%=0,0%=0,0%=0,161,5084,471.189901,160.278716,10368,16440,100.000000%,13253.714286,140.662139,1.436458%,2.672083%,993344,0,109,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.22%,55.75%,41.81%,1.14%,0.06%,0.02%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,RandRH-4K,RandRH,Random Read-heavy 4:1,4K,4096
0,3,fio-3.23,RandBal-4M,0,0,123297792,2054723,501,60007,0,0,0.0,0.0,5188,15940,7778.310533,753.718155,1.000000%=6193,5.000000%=6586,10.000000%=6848,20.000000%=7110,30.000000%=7372,40.000000%=7569,50.000000%=7766,60.000000%=7962,70.000000%=8159,80.000000%=8454,90.000000%=8716,95.000000%=9109,99.000000%=9633,99.500000%=9895,99.900000%=10551,99.950000%=10682,99.990000%=11862,0%=0,0%=0,0%=0,5189,15940,7778.584688,753.717806,1351680,2834432,100.000000%,2058384.134454,34382.579931,123232256,2053631,501,60007,0,0,0.0,0.0,4733,12489,7401.412241,999.741566,1.000000%=5603,5.000000%=6062,10.000000%=6324,20.000000%=6586,30.000000%=6848,40.000000%=7045,50.000000%=7241,60.000000%=7503,70.000000%=7766,80.000000%=8159,90.000000%=8716,95.000000%=9371,99.000000%=10420,99.500000%=10813,99.900000%=11468,99.950000%=11730,99.990000%=12386,0%=0,0%=0,0%=0,4733,12490,7402.133873,999.748259,1417216,2703360,100.000000%,2056803.94958,31634.75483,4.532728%,1.630974%,240933,0,82,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,98.83%,1.17%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,RandBal-4M,RandBal,Random Balanced 1:1,4M,4194304
0,3,fio-3.23,SeqRH-4M,0,0,217686016,3627737,885,60006,0,0,0.0,0.0,4603,14349,7278.713455,695.568699,1.000000%=5734,5.000000%=6127,10.000000%=6389,20.000000%=6651,30.000000%=6914,40.000000%=7110,50.000000%=7307,60.000000%=7438,70.000000%=7634,80.000000%=7897,90.000000%=8159,95.000000%=8454,99.000000%=8847,99.500000%=8978,99.900000%=9502,99.950000%=9764,99.990000%=10289,0%=0,0%=0,0%=0,4603,14349,7278.942902,695.564558,2981888,4380544,100.000000%,3633605.630252,31499.670315,54915072,915159,223,60006,0,0,0.0,0.0,4534,12449,6245.540234,723.395076,1.000000%=5079,5.000000%=5341,10.000000%=5472,20.000000%=5668,30.000000%=5865,40.000000%=5996,50.000000%=6127,60.000000%=6258,70.000000%=6455,80.000000%=6717,90.000000%=7110,95.000000%=7569,99.000000%=8716,99.500000%=9502,99.900000%=10551,99.950000%=11075,99.990000%=12124,0%=0,0%=0,0%=0,4534,12449,6246.050423,723.394779,401408,1507328,100.000000%,916977.092437,27185.104345,1.776395%,1.393909%,266341,0,98,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,99.92%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqRH-4M,SeqRH,Sequential Read-heavy 4:1,4M,4194304
0,3,fio-3.23,SeqBal-16K,0,0,8650928,144179,9011,60001,0,0,0.0,0.0,161,4693,480.505235,123.736099,1.000000%=224,5.000000%=276,10.000000%=317,20.000000%=374,30.000000%=415,40.000000%=448,50.000000%=477,60.000000%=509,70.000000%=544,80.000000%=585,90.000000%=634,95.000000%=684,99.000000%=774,99.500000%=806,99.900000%=888,99.950000%=954,99.990000%=1138,0%=0,0%=0,0%=0,161,4694,480.788951,123.780733,122848,184848,100.000000%,144347.201681,1390.146363,8645152,144083,9005,60001,0,0,0.0,0.0,155,4925,397.419213,116.604588,1.000000%=185,5.000000%=218,10.000000%=246,20.000000%=301,30.000000%=342,40.000000%=374,50.000000%=399,60.000000%=423,70.000000%=452,80.000000%=485,90.000000%=528,95.000000%=569,99.000000%=659,99.500000%=692,99.900000%=806,99.950000%=1187,99.990000%=3391,0%=0,0%=0,0%=0,155,4925,397.66855,116.649992,122336,183760,100.000000%,144221.151261,1437.041568,2.066875%,2.898125%,1081115,0,118,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.57%,64.04%,28.53%,0.82%,0.03%,0.01%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqBal-16K,SeqBal,Sequential Balanced 1:1,16K,16384
0,3,fio-3.23,SeqW-4M,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0,0,0.0,0.0,0,0,0.000000%,0.0,0.0,245493760,4091221,998,60005,0,0,0.0,0.0,4409,18872,7324.371932,808.639614,1.000000%=5799,5.000000%=6193,10.000000%=6389,20.000000%=6651,30.000000%=6848,40.000000%=7045,50.000000%=7241,60.000000%=7372,70.000000%=7634,80.000000%=7897,90.000000%=8454,95.000000%=8847,99.000000%=9633,99.500000%=9895,99.900000%=10420,99.950000%=10944,99.990000%=13697,0%=0,0%=0,0%=0,4409,18873,7324.931153,808.643682,3749073,4276224,100.000000%,4097249.453782,9355.197089,8.390814%,1.209134%,239913,0,84,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,99.69%,0.31%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqW-4M,SeqW,Sequential Write-only,4M,4194304
0,3,fio-3.23,RandWH-4K,0,0,966684,16110,4027,60002,0,0,0.0,0.0,174,3420,440.047055,116.441125,1.000000%=242,5.000000%=276,10.000000%=296,20.000000%=329,30.000000%=358,40.000000%=395,50.000000%=436,60.000000%=468,70.000000%=501,80.000000%=536,90.000000%=593,95.000000%=643,99.000000%=741,99.500000%=782,99.900000%=856,99.950000%=888,99.990000%=995,0%=0,0%=0,0%=0,174,3420,440.367113,116.549403,11184,21856,100.000000%,16131.764706,239.933289,3875160,64583,16145,60002,0,0,0.0,0.0,149,4920,379.814618,130.241305,1.000000%=197,5.000000%=218,10.000000%=232,20.000000%=259,30.000000%=292,40.000000%=333,50.000000%=378,60.000000%=411,70.000000%=444,80.000000%=477,90.000000%=528,95.000000%=577,99.000000%=675,99.500000%=724,99.900000%=880,99.950000%=1368,99.990000%=3719,0%=0,0%=0,0%=0,149,4920,380.15349,130.36599,43968,85440,100.000000%,64677.243697,874.065516,1.862913%,3.272285%,1210566,0,109,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,13.39%,68.48%,17.68%,0.39%,0.03%,0.02%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,RandWH-4K,RandWH,Random Write-heavy 1:4,4K,4096
0,3,fio-3.23,SeqR-2M,0,0,303884288,5064484,2472,60003,0,0,0.0,0.0,2495,7529,3231.71166,130.531264,1.000000%=2998,5.000000%=3063,10.000000%=3096,20.000000%=3129,30.000000%=3162,40.000000%=3194,50.000000%=3194,60.000000%=3227,70.000000%=3260,80.000000%=3325,90.000000%=3391,95.000000%=3457,99.000000%=3620,99.500000%=3686,99.900000%=3883,99.950000%=3948,99.990000%=5275,0%=0,0%=0,0%=0,2495,7529,3231.956993,130.529803,4681728,5255168,100.000000%,5070090.756303,16650.453603,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,1.000000%=0,5.000000%=0,10.000000%=0,20.000000%=0,30.000000%=0,40.000000%=0,50.000000%=0,60.000000%=0,70.000000%=0,80.000000%=0,90.000000%=0,95.000000%=0,99.000000%=0,99.500000%=0,99.900000%=0,99.950000%=0,99.990000%=0,0%=0,0%=0,0%=0,0,0,0.0,0.0,0,0,0.000000%,0.0,0.0,0.134790%,1.327897%,296846,0,97,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,99.96%,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqR-2M,SeqR,Sequential Read-only,2M,2097152
0,3,fio-3.23,SeqRH-1M,0,0,234747904,3912334,3820,60002,0,0,0.0,0.0,859,5197,1687.018351,279.702635,1.000000%=1155,5.000000%=1253,10.000000%=1335,20.000000%=1433,30.000000%=1515,40.000000%=1597,50.000000%=1662,60.000000%=1744,70.000000%=1826,80.000000%=1925,90.000000%=2056,95.000000%=2179,99.000000%=2375,99.500000%=2473,99.900000%=2637,99.950000%=2703,99.990000%=2899,0%=0,0%=0,0%=0,860,5197,1687.238687,279.702098,3520512,4276224,100.000000%,3916774.184874,18106.085167,58546176,975737,952,60002,0,0,0.0,0.0,955,6172,1456.6045,264.824546,1.000000%=1138,5.000000%=1204,10.000000%=1253,20.000000%=1286,30.000000%=1335,40.000000%=1368,50.000000%=1400,60.000000%=1449,70.000000%=1515,80.000000%=1581,90.000000%=1695,95.000000%=1826,99.000000%=2146,99.500000%=2408,99.900000%=4816,99.950000%=5472,99.990000%=5865,0%=0,0%=0,0%=0,956,6173,1456.954556,264.824306,690176,1267712,100.000000%,977085.310924,14066.767283,1.962692%,2.005192%,286570,0,107,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,88.22%,11.71%,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqRH-1M,SeqRH,Sequential Read-heavy 4:1,1M,1048576
0,3,fio-3.23,SeqWH-4K,0,0,1017060,16950,4237,60002,0,0,0.0,0.0,152,8637,471.148877,155.00797,1.000000%=228,5.000000%=276,10.000000%=309,20.000000%=358,30.000000%=399,40.000000%=432,50.000000%=464,60.000000%=497,70.000000%=528,80.000000%=577,90.000000%=634,95.000000%=684,99.000000%=782,99.500000%=823,99.900000%=1794,99.950000%=3162,99.990000%=4620,0%=0,0%=0,0%=0,152,8637,471.454955,155.055144,13016,23264,100.000000%,16960.0,235.201348,4060128,67666,16916,60002,0,0,0.0,0.0,132,5442,349.273879,132.699408,1.000000%=154,5.000000%=173,10.000000%=189,20.000000%=222,30.000000%=272,40.000000%=325,50.000000%=354,60.000000%=382,70.000000%=407,80.000000%=444,90.000000%=497,95.000000%=544,99.000000%=634,99.500000%=675,99.900000%=905,99.950000%=1646,99.990000%=3817,0%=0,0%=0,0%=0,132,5442,349.594877,132.776494,55992,91360,100.000000%,67698.621849,849.759148,2.024787%,3.586659%,1269410,0,112,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,21.31%,63.19%,15.01%,0.40%,0.04%,0.04%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqWH-4K,SeqWH,Sequential Write-heavy 1:4,4K,4096
0,3,fio-3.23,SeqBal-2M,0,0,137986048,2299652,1122,60003,0,0,0.0,0.0,2193,6952,3586.521632,532.196589,1.000000%=2637,5.000000%=2834,10.000000%=2965,20.000000%=3129,30.000000%=3260,40.000000%=3391,50.000000%=3522,60.000000%=3653,70.000000%=3817,80.000000%=4014,90.000000%=4292,95.000000%=4554,99.000000%=5144,99.500000%=5406,99.900000%=5996,99.950000%=6258,99.990000%=6651,0%=0,0%=0,0%=0,2193,6953,3586.74708,532.196271,1818624,2834432,100.000000%,2303845.109244,25624.078993,137437184,2290505,1118,60003,0,0,0.0,0.0,2083,8845,3218.121133,605.615034,1.000000%=2342,5.000000%=2506,10.000000%=2572,20.000000%=2703,30.000000%=2834,40.000000%=2932,50.000000%=3063,60.000000%=3227,70.000000%=3424,80.000000%=3686,90.000000%=4112,95.000000%=4423,99.000000%=4947,99.500000%=5079,99.900000%=5537,99.950000%=6455,99.990000%=7503,0%=0,0%=0,0%=0,2083,8845,3218.558643,605.616192,1753088,2768896,100.000000%,2292417.613445,23869.944144,4.421222%,1.529365%,269102,0,96,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,83.92%,16.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,SeqBal-2M,SeqBal,Sequential Balanced 1:1,2M,2097152
