access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,117,6.1888661146e+01,6.1881402016e+01,1.7671562198e+08,1.7673635199e+08
read,118,6.1888664007e+01,6.1881408930e+01,1.7671561381e+08,1.7673633224e+08
read,119,6.1888664007e+01,6.1881402969e+01,1.7671561381e+08,1.7673634926e+08
read,120,6.1888692856e+01,6.1881448030e+01,1.7671553144e+08,1.7673622057e+08
read,121,6.1888691902e+01,6.1881433964e+01,1.7671553416e+08,1.7673626074e+08
read,122,6.1888702869e+01,6.1881443977e+01,1.7671550285e+08,1.7673623214e+08
read,123,6.1888694048e+01,6.1881436110e+01,1.7671552803e+08,1.7673625461e+08
read,124,6.1888691902e+01,6.1881434917e+01,1.7671553416e+08,1.7673625802e+08
read,125,6.1888689995e+01,6.1881443977e+01,1.7671553961e+08,1.7673623214e+08
read,126,6.1888690948e+01,6.1881445169e+01,1.7671553688e+08,1.7673622874e+08
read,127,6.1888693094e+01,6.1881436110e+01,1.7671553076e+08,1.7673625461e+08
read,128,6.1888692856e+01,6.1881438971e+01,1.7671553144e+08,1.7673624644e+08
read,129,6.1888691902e+01,6.1881441116e+01,1.7671553416e+08,1.7673624031e+08
read,130,6.1888694048e+01,6.1881443977e+01,1.7671552803e+08,1.7673623214e+08
read,131,6.1888694048e+01,6.1881443977e+01,1.7671552803e+08,1.7673623214e+08
read,132,6.1888681889e+01,6.1881438971e+01,1.7671556275e+08,1.7673624644e+08
read,133,6.1888679981e+01,6.1881432056e+01,1.7671556820e+08,1.7673626619e+08
read,134,6.1888680935e+01,6.1881433964e+01,1.7671556548e+08,1.7673626074e+08
read,135,6.1888680935e+01,6.1881433964e+01,1.7671556548e+08,1.7673626074e+08
read,136,6.1888679981e+01,6.1881427050e+01,1.7671556820e+08,1.7673628049e+08
read,137,6.1888679028e+01,6.1881426096e+01,1.7671557092e+08,1.7673628321e+08
read,138,6.1888679981e+01,6.1881434917e+01,1.7671556820e+08,1.7673625802e+08
read,139,6.1888678789e+01,6.1881428957e+01,1.7671557160e+08,1.7673627504e+08
read,140,6.1888680935e+01,6.1881425142e+01,1.7671556548e+08,1.7673628593e+08
read,141,6.1888680935e+01,6.1881432056e+01,1.7671556548e+08,1.7673626619e+08
read,142,6.1888681889e+01,6.1881426096e+01,1.7671556275e+08,1.7673628321e+08
read,143,6.1888680935e+01,6.1881433964e+01,1.7671556548e+08,1.7673626074e+08
read,144,6.1888661146e+01,6.1881417036e+01,1.7671562198e+08,1.7673630909e+08
read,145,6.1888661146e+01,6.1881341934e+01,1.7671562198e+08,1.7673652358e+08
read,146,6.1888661146e+01,6.1881401062e+01,1.7671562198e+08,1.7673635471e+08
read,147,6.1888659954e+01,6.1881401062e+01,1.7671562538e+08,1.7673635471e+08
read,148,6.1888660192e+01,6.1881397009e+01,1.7671562470e+08,1.7673636629e+08
read,149,6.1888659000e+01,6.1881397963e+01,1.7671562811e+08,1.7673636356e+08
read,150,6.1888659954e+01,6.1881407976e+01,1.7671562538e+08,1.7673633496e+08
read,151,6.1888659000e+01,6.1881400108e+01,1.7671562811e+08,1.7673635743e+08
read,152,6.1888661146e+01,6.1881402969e+01,1.7671562198e+08,1.7673634926e+08
read,153,6.1888660192e+01,6.1881412983e+01,1.7671562470e+08,1.7673632066e+08
read,154,6.1888661146e+01,6.1881402969e+01,1.7671562198e+08,1.7673634926e+08
read,155,6.1888661146e+01,6.1881404877e+01,1.7671562198e+08,1.7673634381e+08
read,156,6.1888673067e+01,6.1881433964e+01,1.7671558794e+08,1.7673626074e+08
read,157,6.1888672113e+01,6.1881429911e+01,1.7671559067e+08,1.7673627232e+08
read,158,6.1888672113e+01,6.1881422997e+01,1.7671559067e+08,1.7673629206e+08
read,159,6.1888671160e+01,6.1881429195e+01,1.7671559339e+08,1.7673627436e+08
read,160,6.1888674974e+01,6.1881428957e+01,1.7671558250e+08,1.7673627504e+08
read,161,6.1888672113e+01,6.1881429911e+01,1.7671559067e+08,1.7673627232e+08
read,162,6.1888671160e+01,6.1881421804e+01,1.7671559339e+08,1.7673629547e+08
read,163,6.1888669968e+01,6.1881418228e+01,1.7671559679e+08,1.7673630568e+08
read,164,6.1888674021e+01,6.1881429911e+01,1.7671558522e+08,1.7673627232e+08
read,165,6.1888671160e+01,6.1881428003e+01,1.7671559339e+08,1.7673627776e+08
read,166,6.1888672113e+01,6.1881424189e+01,1.7671559067e+08,1.7673628866e+08
read,167,6.1888672113e+01,6.1881417036e+01,1.7671559067e+08,1.7673630909e+08
read,168,6.1888668060e+01,6.1881428003e+01,1.7671560224e+08,1.7673627776e+08
read,169,6.1888666868e+01,6.1881423950e+01,1.7671560564e+08,1.7673628934e+08
read,170,6.1888667822e+01,6.1881418943e+01,1.7671560292e+08,1.7673630364e+08
read,171,6.1888666868e+01,6.1881409883e+01,1.7671560564e+08,1.7673632951e+08
read,172,6.1888668060e+01,6.1881422043e+01,1.7671560224e+08,1.7673629479e+08
read,173,6.1888666868e+01,6.1881422043e+01,1.7671560564e+08,1.7673629479e+08
read,174,6.1888668060e+01,6.1881408930e+01,1.7671560224e+08,1.7673633224e+08
read,175,6.1888664961e+01,6.1881407976e+01,1.7671561109e+08,1.7673633496e+08
read,176,6.1888668060e+01,6.1881412983e+01,1.7671560224e+08,1.7673632066e+08
read,177,6.1888666868e+01,6.1881417036e+01,1.7671560564e+08,1.7673630909e+08
